"","row","column","n_celulas","n_amas.x","n_cels_infec","mean_ama_cel","composto","conc","pop","n_amas.y","corrected_ama","ama_per_cell","experiment","gene"
"168","B",9,1256,14880,1032,11.85,"MILT",0,"C6",779,14101,13.6637596899225,"EXP 3","GSH1"
"169","B",10,1201,7794,865,6.49,"MILT",0,"C67",779,7015,8.10982658959538,"EXP 3","GSH1"
"170","C",10,1609,8437,1118,5.244,"MILT",1.25,"C67",752,7685,6.87388193202147,"EXP 3","GSH1"
"171","D",10,1408,2223,659,1.579,"MILT",2.5,"C67",483,1740,2.64036418816388,"EXP 3","GSH1"
"172","E",10,1068,1448,505,1.356,"MILT",5,"C67",723,725,1.43564356435644,"EXP 3","GSH1"
"173","F",10,1316,2299,694,1.747,"MILT",10,"C67",1340,959,1.38184438040346,"EXP 3","GSH1"
"174","G",10,1263,2645,735,2.094,"MILT",20,"C67",1501,1144,1.55646258503401,"EXP 3","GSH1"
"175","G",11,1218,1877,677,1.541,"MILT",20,"C58",1501,376,0.555391432791728,"EXP 3","GSH1"
"176","F",11,1063,1979,625,1.862,"MILT",10,"C58",1340,639,1.0224,"EXP 3","GSH1"
"177","E",11,805,1270,444,1.578,"MILT",5,"C58",723,547,1.23198198198198,"EXP 3","GSH1"
"178","D",11,1054,1536,509,1.457,"MILT",2.5,"C58",483,1053,2.06876227897839,"EXP 3","GSH1"
"179","C",11,1361,9572,994,7.033,"MILT",1.25,"C58",752,8820,8.87323943661972,"EXP 3","GSH1"
"180","B",11,1233,7009,848,5.685,"MILT",0,"C58",779,6230,7.34669811320755,"EXP 3","GSH1"
"181","B",2,1351,14955,1072,11.07,"MILT",0,"C67",562,14393,13.4263059701493,"EXP 4","GSH1"
"182","C",2,1664,15252,1270,9.166,"MILT",1.25,"C67",753,14499,11.4165354330709,"EXP 4","GSH1"
"183","D",2,1530,8541,1051,5.582,"MILT",2.5,"C67",333,8208,7.80970504281637,"EXP 4","GSH1"
"184","E",2,1108,4635,725,4.183,"MILT",5,"C67",255,4380,6.04137931034483,"EXP 4","GSH1"
"185","F",2,793,3590,627,4.527,"MILT",10,"C67",205,3385,5.39872408293461,"EXP 4","GSH1"
"186","G",2,559,1518,374,2.716,"MILT",20,"C67",209,1309,3.5,"EXP 4","GSH1"
"187","G",3,471,3039,359,6.452,"MILT",20,"C6",209,2830,7.88300835654596,"EXP 4","GSH1"
"188","F",3,500,2380,379,4.76,"MILT",10,"C6",205,2175,5.73878627968338,"EXP 4","GSH1"
"189","E",3,684,7085,586,10.36,"MILT",5,"C6",255,6830,11.6552901023891,"EXP 4","GSH1"
"190","D",3,1292,11577,1017,8.961,"MILT",2.5,"C6",333,11244,11.0560471976401,"EXP 4","GSH1"
"191","C",3,1509,17060,1261,11.31,"MILT",1.25,"C6",753,16307,12.9318001586043,"EXP 4","GSH1"
"192","B",3,1623,20058,1360,12.36,"MILT",0,"C6",562,19496,14.3352941176471,"EXP 4","GSH1"
"193","B",4,986,562,264,0.57,"MILT",0,"THP-1",562,0,0,"EXP 4","GSH1"
"194","C",4,1084,753,315,0.6946,"MILT",1.25,"THP-1",753,0,0,"EXP 4","GSH1"
"195","D",4,862,333,186,0.3863,"MILT",2.5,"THP-1",333,0,0,"EXP 4","GSH1"
"196","E",4,511,255,158,0.499,"MILT",5,"THP-1",255,0,0,"EXP 4","GSH1"
"197","F",4,533,205,103,0.3846,"MILT",10,"THP-1",205,0,0,"EXP 4","GSH1"
"198","G",4,532,209,97,0.3929,"MILT",20,"THP-1",209,0,0,"EXP 4","GSH1"
"199","G",5,287,827,197,2.882,"MILT",20,"REF",209,618,3.13705583756345,"EXP 4","GSH1"
"200","F",5,449,2020,342,4.499,"MILT",10,"REF",205,1815,5.30701754385965,"EXP 4","GSH1"
"201","E",5,589,3069,461,5.211,"MILT",5,"REF",255,2814,6.10412147505423,"EXP 4","GSH1"
"202","D",5,959,6192,756,6.457,"MILT",2.5,"REF",333,5859,7.75,"EXP 4","GSH1"
"203","C",5,1721,11979,1243,6.96,"MILT",1.25,"REF",753,11226,9.03137570394208,"EXP 4","GSH1"
"204","B",5,1631,14683,1257,9.002,"MILT",0,"REF",562,14121,11.2338902147971,"EXP 4","GSH1"
"205","B",6,1262,10167,945,8.056,"MILT",0,"C85",562,9605,10.1640211640212,"EXP 4","GSH1"
"206","C",6,1113,7973,853,7.164,"MILT",1.25,"C85",753,7220,8.46424384525205,"EXP 4","GSH1"
"207","D",6,1044,3950,663,3.784,"MILT",2.5,"C85",333,3617,5.45550527903469,"EXP 4","GSH1"
"208","E",6,934,1768,482,1.893,"MILT",5,"C85",255,1513,3.13900414937759,"EXP 4","GSH1"
"209","F",6,826,1921,506,2.326,"MILT",10,"C85",205,1716,3.39130434782609,"EXP 4","GSH1"
"210","G",6,532,1128,342,2.12,"MILT",20,"C85",209,919,2.68713450292398,"EXP 4","GSH1"
"211","G",7,431,1358,285,3.151,"MILT",20,"C73",209,1149,4.03157894736842,"EXP 4","GSH1"
"212","F",7,413,1282,273,3.104,"MILT",10,"C73",205,1077,3.94505494505495,"EXP 4","GSH1"
"213","E",7,822,3286,596,3.998,"MILT",5,"C73",255,3031,5.08557046979866,"EXP 4","GSH1"
"214","D",7,1085,5080,780,4.682,"MILT",2.5,"C73",333,4747,6.08589743589744,"EXP 4","GSH1"
"215","C",7,1444,12302,1127,8.519,"MILT",1.25,"C73",753,11549,10.2475598935226,"EXP 4","GSH1"
"216","B",7,1621,14001,1269,8.637,"MILT",0,"C73",562,13439,10.5902285263987,"EXP 4","GSH1"
"217","B",8,1746,12380,1229,7.09,"MILT",0,"C76",562,11818,9.61594792514239,"EXP 4","GSH1"
"218","C",8,1855,12884,1368,6.946,"MILT",1.25,"C76",753,12131,8.86769005847953,"EXP 4","GSH1"
"219","D",8,1408,5747,987,4.082,"MILT",2.5,"C76",333,5414,5.48530901722391,"EXP 4","GSH1"
"220","E",8,740,3433,536,4.639,"MILT",5,"C76",255,3178,5.92910447761194,"EXP 4","GSH1"
"221","F",8,914,4288,701,4.691,"MILT",10,"C76",205,4083,5.82453637660485,"EXP 4","GSH1"
"222","G",8,838,3975,621,4.743,"MILT",20,"C76",209,3766,6.06441223832528,"EXP 4","GSH1"
"223","G",9,374,980,242,2.62,"MILT",20,"C58",209,771,3.18595041322314,"EXP 4","GSH1"
"224","F",9,579,2017,408,3.484,"MILT",10,"C58",205,1812,4.44117647058824,"EXP 4","GSH1"
"225","E",9,679,2266,436,3.337,"MILT",5,"C58",255,2011,4.61238532110092,"EXP 4","GSH1"
"226","D",9,945,4081,652,4.319,"MILT",2.5,"C58",333,3748,5.74846625766871,"EXP 4","GSH1"
"227","C",9,1463,7578,1065,5.18,"MILT",1.25,"C58",753,6825,6.40845070422535,"EXP 4","GSH1"
"228","B",9,1330,8972,977,6.746,"MILT",0,"C58",562,8410,8.60798362333674,"EXP 4","GSH1"
"229","B",10,1205,7383,852,6.127,"MILT",0,"C7",562,6821,8.00586854460094,"EXP 4","GSH1"
"230","C",10,1237,7948,917,6.425,"MILT",1.25,"C7",753,7195,7.84623773173391,"EXP 4","GSH1"
"231","D",10,1077,3487,711,3.238,"MILT",2.5,"C7",333,3154,4.43600562587904,"EXP 4","GSH1"
"232","E",10,948,2385,558,2.516,"MILT",5,"C7",255,2130,3.81720430107527,"EXP 4","GSH1"
"233","F",10,799,2531,524,3.168,"MILT",10,"C7",205,2326,4.43893129770992,"EXP 4","GSH1"
"234","G",10,891,2535,595,2.845,"MILT",20,"C7",209,2326,3.90924369747899,"EXP 4","GSH1"
"235","G",11,347,973,225,2.804,"MILT",20,"C44",209,764,3.39555555555556,"EXP 4","GSH1"
"236","F",11,374,1417,254,3.789,"MILT",10,"C44",205,1212,4.77165354330709,"EXP 4","GSH1"
"237","E",11,678,2798,467,4.127,"MILT",5,"C44",255,2543,5.44539614561028,"EXP 4","GSH1"
"238","D",11,1114,4758,748,4.271,"MILT",2.5,"C44",333,4425,5.91577540106952,"EXP 4","GSH1"
"239","C",11,1319,11289,1043,8.559,"MILT",1.25,"C44",753,10536,10.1016299137105,"EXP 4","GSH1"
"240","B",11,1408,12641,1117,8.978,"MILT",0,"C44",562,12079,10.8137869292748,"EXP 4","GSH1"
"241","G",7,2060,729,343,2.125,"MILT",20,"THP-1",459,270,0.787172011661808,"EXP 1","PGPA"
"242","F",7,1736,633,299,2.117,"MILT",10,"THP-1",407.5,225.5,0.754180602006689,"EXP 1","PGPA"
"243","E",7,1951,966,386,2.503,"MILT",5,"THP-1",627,339,0.878238341968912,"EXP 1","PGPA"
"244","D",7,1728,411,237,1.734,"MILT",2.5,"THP-1",424,0,0,"EXP 1","PGPA"
"245","C",7,1557,521,254,2.051,"MILT",1.25,"THP-1",434,87,0.34251968503937,"EXP 1","PGPA"
"246","B",7,2418,403,171,2.357,"MILT",0,"THP-1",411.5,0,0,"EXP 1","PGPA"
"247","B",8,1181,7654,791,9.676,"MILT",0,"REF",411.5,7242.5,9.15613147914033,"EXP 1","PGPA"
"248","C",8,1479,13246,1068,12.4,"MILT",1.25,"REF",434,12812,11.9962546816479,"EXP 1","PGPA"
"249","D",8,1768,15454,1264,12.23,"MILT",2.5,"REF",424,15030,11.8908227848101,"EXP 1","PGPA"
"250","E",8,1675,14288,1209,11.82,"MILT",5,"REF",627,13661,11.2994210090984,"EXP 1","PGPA"
"251","F",8,1742,14473,1244,11.63,"MILT",10,"REF",407.5,14065.5,11.3066720257235,"EXP 1","PGPA"
"252","G",8,2067,8230,1128,7.296,"MILT",20,"REF",459,7771,6.88918439716312,"EXP 1","PGPA"
"253","G",9,2039,14914,1341,11.12,"MILT",20,"C76",459,14455,10.779269202088,"EXP 1","PGPA"
"254","F",9,1769,11634,1210,9.615,"MILT",10,"C76",407.5,11226.5,9.27809917355372,"EXP 1","PGPA"
"255","E",9,1452,16015,1073,14.93,"MILT",5,"C76",627,15388,14.3410997204101,"EXP 1","PGPA"
"256","D",9,1558,13757,1112,12.37,"MILT",2.5,"C76",424,13333,11.9901079136691,"EXP 1","PGPA"
"257","C",9,1154,11019,845,13.04,"MILT",1.25,"C76",434,10585,12.5266272189349,"EXP 1","PGPA"
"258","B",9,1282,9853,882,11.17,"MILT",0,"C76",411.5,9441.5,10.7046485260771,"EXP 1","PGPA"
"259","B",10,1184,7610,791,9.621,"MILT",0,"C67p",411.5,7198.5,9.10050568900126,"EXP 1","PGPA"
"260","C",10,1211,9752,852,11.45,"MILT",1.25,"C67p",434,9318,10.9366197183099,"EXP 1","PGPA"
"261","D",10,1295,11578,883,13.11,"MILT",2.5,"C67p",424,11154,12.6319365798414,"EXP 1","PGPA"
"262","E",10,1794,12367,1253,9.87,"MILT",5,"C67p",627,11740,9.36951316839585,"EXP 1","PGPA"
"263","F",10,1302,3749,682,5.497,"MILT",10,"C67p",407.5,3341.5,4.89956011730205,"EXP 1","PGPA"
"264","G",10,1604,3794,778,4.877,"MILT",20,"C67p",459,3335,4.2866323907455,"EXP 1","PGPA"
"265","G",11,2212,189,131,1.443,"MILT",20,"THP-1",459,0,0,"EXP 1","PGPA"
"266","F",11,2163,182,140,1.3,"MILT",10,"THP-1",407.5,0,0,"EXP 1","PGPA"
"267","E",11,2185,288,155,1.858,"MILT",5,"THP-1",627,0,0,"EXP 1","PGPA"
"268","D",11,2180,437,224,1.951,"MILT",2.5,"THP-1",424,13,0.0580357142857143,"EXP 1","PGPA"
"269","C",11,2044,347,174,1.994,"MILT",1.25,"THP-1",434,0,0,"EXP 1","PGPA"
"270","B",11,2194,420,233,1.803,"MILT",0,"THP-1",411.5,8.5,0.036480686695279,"EXP 1","PGPA"
"271","G",7,831,576,327,1.761,"MILT",20,"THP-1",1156,0,0,"EXP 2","PGPA"
"272","F",7,1125,614,364,1.687,"MILT",10,"THP-1",1418.5,0,0,"EXP 2","PGPA"
"273","E",7,1170,420,273,1.538,"MILT",5,"THP-1",1834,0,0,"EXP 2","PGPA"
"274","D",7,877,62,50,1.24,"MILT",2.5,"THP-1",3309.5,0,0,"EXP 2","PGPA"
"275","C",7,1229,85,54,1.574,"MILT",1.25,"THP-1",6525.5,0,0,"EXP 2","PGPA"
"276","B",7,421,752,117,6.427,"MILT",0,"THP-1",4745,0,0,"EXP 2","PGPA"
"277","B",8,1803,7674,1126,6.815,"MILT",0,"REF",4745,2929,2.601243339254,"EXP 2","PGPA"
"278","C",8,1676,9147,1079,8.477,"MILT",1.25,"REF",6525.5,2621.5,2.42956441149212,"EXP 2","PGPA"
"279","D",8,1534,5659,903,6.267,"MILT",2.5,"REF",3309.5,2349.5,2.60188261351052,"EXP 2","PGPA"
"280","E",8,1453,3054,715,4.271,"MILT",5,"REF",1834,1220,1.70629370629371,"EXP 2","PGPA"
"281","F",8,1133,2177,615,3.54,"MILT",10,"REF",1418.5,758.5,1.23333333333333,"EXP 2","PGPA"
"282","G",8,650,1517,382,3.971,"MILT",20,"REF",1156,361,0.945026178010471,"EXP 2","PGPA"
"283","G",9,928,1590,405,3.926,"MILT",20,"C76",1156,434,1.0716049382716,"EXP 2","PGPA"
"284","F",9,849,2607,550,4.74,"MILT",10,"C76",1418.5,1188.5,2.16090909090909,"EXP 2","PGPA"
"285","E",9,1636,2913,732,3.98,"MILT",5,"C76",1834,1079,1.47404371584699,"EXP 2","PGPA"
"286","D",9,1001,2389,492,4.856,"MILT",2.5,"C76",3309.5,0,0,"EXP 2","PGPA"
"287","C",9,1446,5368,734,7.313,"MILT",1.25,"C76",6525.5,0,0,"EXP 2","PGPA"
"288","B",9,1761,6646,1031,6.446,"MILT",0,"C76",4745,1901,1.84384093113482,"EXP 2","PGPA"
"289","B",10,1892,15102,1435,10.52,"MILT",0,"C67p",4745,10357,7.21742160278746,"EXP 2","PGPA"
"290","C",10,1144,11197,881,12.71,"MILT",1.25,"C67p",6525.5,4671.5,5.30249716231555,"EXP 2","PGPA"
"291","D",10,1090,5844,762,7.669,"MILT",2.5,"C67p",3309.5,2534.5,3.3261154855643,"EXP 2","PGPA"
"292","E",10,784,2630,481,5.468,"MILT",5,"C67p",1834,796,1.65488565488565,"EXP 2","PGPA"
"293","F",10,1063,3654,702,5.205,"MILT",10,"C67p",1418.5,2235.5,3.18447293447293,"EXP 2","PGPA"
"294","G",10,418,1173,250,4.692,"MILT",20,"C67p",1156,17,0.068,"EXP 2","PGPA"
"295","G",11,610,1736,380,4.568,"MILT",20,"THP-1",1156,580,1.52631578947368,"EXP 2","PGPA"
"296","F",11,726,2223,449,4.951,"MILT",10,"THP-1",1418.5,804.5,1.79175946547884,"EXP 2","PGPA"
"297","E",11,1610,3248,804,4.04,"MILT",5,"THP-1",1834,1414,1.75870646766169,"EXP 2","PGPA"
"298","D",11,1684,6557,973,6.739,"MILT",2.5,"THP-1",3309.5,3247.5,3.33761562178828,"EXP 2","PGPA"
"299","C",11,1841,12966,1229,10.55,"MILT",1.25,"THP-1",6525.5,6440.5,5.24043938161107,"EXP 2","PGPA"
"300","B",11,2160,8738,1165,7.5,"MILT",0,"THP-1",4745,3993,3.4274678111588,"EXP 2","PGPA"
"301","G",7,1107,325,191,1.702,"MILT",20,"THP-1",1392.5,0,0,"EXP 3","PGPA"
"302","F",7,1887,724,345,2.099,"MILT",10,"THP-1",2302.5,0,0,"EXP 3","PGPA"
"303","E",7,1247,319,194,1.644,"MILT",5,"THP-1",2086.5,0,0,"EXP 3","PGPA"
"304","D",7,1163,221,139,1.59,"MILT",2.5,"THP-1",2626,0,0,"EXP 3","PGPA"
"305","C",7,1718,333,194,1.716,"MILT",1.25,"THP-1",3248,0,0,"EXP 3","PGPA"
"306","B",7,1255,240,128,1.875,"MILT",0,"THP-1",4118.5,0,0,"EXP 3","PGPA"
"307","B",8,1551,4845,801,6.049,"MILT",0,"REF",4118.5,726.5,0.906991260923845,"EXP 3","PGPA"
"308","C",8,1559,7469,881,8.478,"MILT",1.25,"REF",3248,4221,4.79114642451759,"EXP 3","PGPA"
"309","D",8,1779,4008,711,5.637,"MILT",2.5,"REF",2626,1382,1.94374120956399,"EXP 3","PGPA"
"310","E",8,2139,3805,758,5.02,"MILT",5,"REF",2086.5,1718.5,2.26715039577836,"EXP 3","PGPA"
"311","F",8,2007,2751,612,4.495,"MILT",10,"REF",2302.5,448.5,0.732843137254902,"EXP 3","PGPA"
"312","G",8,2263,3437,681,5.047,"MILT",20,"REF",1392.5,2044.5,3.00220264317181,"EXP 3","PGPA"
"313","G",9,2162,3904,739,5.283,"MILT",20,"C76",1392.5,2511.5,3.39851150202977,"EXP 3","PGPA"
"314","F",9,2494,4373,764,5.724,"MILT",10,"C76",2302.5,2070.5,2.71007853403141,"EXP 3","PGPA"
"315","E",9,2430,4591,916,5.012,"MILT",5,"C76",2086.5,2504.5,2.73417030567686,"EXP 3","PGPA"
"316","D",9,1837,6176,799,7.73,"MILT",2.5,"C76",2626,3550,4.44305381727159,"EXP 3","PGPA"
"317","C",9,2060,7168,1088,6.588,"MILT",1.25,"C76",3248,3920,3.60294117647059,"EXP 3","PGPA"
"318","B",9,2277,8094,1134,7.138,"MILT",0,"C76",4118.5,3975.5,3.50573192239859,"EXP 3","PGPA"
"319","B",10,1762,8446,1023,8.256,"MILT",0,"C67p",4118.5,4327.5,4.23020527859238,"EXP 3","PGPA"
"320","C",10,1934,7907,1083,7.301,"MILT",1.25,"C67p",3248,4659,4.30193905817174,"EXP 3","PGPA"
"321","D",10,1640,7142,774,9.227,"MILT",2.5,"C67p",2626,4516,5.83462532299742,"EXP 3","PGPA"
"322","E",10,2036,6912,751,9.204,"MILT",5,"C67p",2086.5,4825.5,6.4254327563249,"EXP 3","PGPA"
"323","F",10,2357,3842,697,5.512,"MILT",10,"C67p",2302.5,1539.5,2.20875179340029,"EXP 3","PGPA"
"324","G",10,2199,5023,646,7.776,"MILT",20,"C67p",1392.5,3630.5,5.61996904024768,"EXP 3","PGPA"
"325","G",11,730,2460,218,11.28,"MILT",20,"THP-1",1392.5,1067.5,4.89678899082569,"EXP 3","PGPA"
"326","F",11,1612,3881,493,7.872,"MILT",10,"THP-1",2302.5,1578.5,3.20182555780933,"EXP 3","PGPA"
"327","E",11,1775,3854,577,6.679,"MILT",5,"THP-1",2086.5,1767.5,3.0632582322357,"EXP 3","PGPA"
"328","D",11,884,5031,457,11.01,"MILT",2.5,"THP-1",2626,2405,5.26258205689278,"EXP 3","PGPA"
"329","C",11,1593,6163,823,7.488,"MILT",1.25,"THP-1",3248,2915,3.54191980558931,"EXP 3","PGPA"
"330","B",11,2212,7997,1216,6.576,"MILT",0,"THP-1",4118.5,3878.5,3.18955592105263,"EXP 3","PGPA"
